case_id,seizure_date,year,month,origin_region,origin_country,destination_country,species,species_category,product_type,iucn_status,quantity,unit,estimated_value_usd,transport_method,seizure_location_type,enforcement_agency,arrests_made,case_status,origin_lat,origin_lon,destination_lat,destination_lon
WLC-0356,10-03-2023,2023,3,Africa,Democratic Republic of Congo,Hong Kong SAR,Ginseng (Wild),Plant,Traditional Medicine,Endangered,48.96,kg,39908.6,Air,Seaport / Container Terminal,National Wildlife Crime Unit,0,Case Dismissed,-4.0383,21.7587,22.3193,114.1694
WLC-0137,13-03-2023,2023,3,Africa,Gabon,Japan,Jaguar,Mammal,Skin/Pelt,Near Threatened,11,piece,25819,Sea,Seaport / Container Terminal,Interpol-supported Joint Operation,2,Released - Insufficient Evidence,-0.8037,11.6094,36.2048,138.2529
WLC-0554,14-03-2023,2023,3,Africa,Nigeria,Japan,Timber Rattlesnake,Reptile,Live Animal,Least Concern,7,live individual,845.9,Air,Postal/Courier Facility,Port Authority Task Force,1,Closed - No Arrest,9.082,8.6753,36.2048,138.2529
WLC-0874,15-03-2023,2023,3,Latin America,Ecuador,Japan,Orchid (Wild),Plant,Live Animal,Vulnerable,12,piece,1021.37,Sea,Private Residence,National Wildlife Crime Unit,1,Convicted,-1.8312,-78.1834,36.2048,138.2529
WLC-0116,16-03-2023,2023,3,Africa,Madagascar,Thailand,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,12,live individual,2251.44,Sea,Highway Checkpoint,Customs & Border Protection,1,Under Investigation,-18.7669,46.8691,15.87,100.9925
WLC-0374,20-03-2023,2023,3,Latin America,Brazil,Germany,Giant Clam,Marine,Shell,Vulnerable,5,piece,662.8,Air,Highway Checkpoint,National Wildlife Crime Unit,0,Convicted,-14.235,-51.9253,51.1657,10.4515
WLC-0364,22-03-2023,2023,3,Africa,Democratic Republic of Congo,Belgium,Black Rhino,Mammal,Horn,Critically Endangered,1.55,kg,67091.58,Sea,Highway Checkpoint,Coast Guard Interdiction Unit,0,Under Investigation,-4.0383,21.7587,50.5039,4.4699
WLC-0474,22-03-2023,2023,3,Africa,Namibia,Thailand,Ginseng (Wild),Plant,Traditional Medicine,Endangered,1.96,kg,2520.95,Air,Private Residence,Customs & Border Protection,1,Prosecuted - Pending Trial,-22.9576,18.4904,15.87,100.9925
WLC-0943,23-03-2023,2023,3,Asia,Laos,Thailand,Tiger,Mammal,Skin/Pelt,Endangered,21,piece,118737.82,Land,Postal/Courier Facility,National Parks & Wildlife Service,1,Closed - No Arrest,19.8563,102.4955,15.87,100.9925
WLC-0448,25-03-2023,2023,3,Latin America,Brazil,China,Black Rhino,Mammal,Horn,Critically Endangered,1,kg,50593.02,Sea,Urban Wildlife Market,National Wildlife Crime Unit,4,Under Investigation,-14.235,-51.9253,35.8617,104.1954
WLC-0920,11-04-2023,2023,4,Latin America,Ecuador,China,African Blackwood,Plant,Timber,Near Threatened,3.97,kg,26.88,Postal/Courier,Land Border Crossing,Environmental Crime Investigation Bureau,1,Convicted,-1.8312,-78.1834,35.8617,104.1954
WLC-0665,16-04-2023,2023,4,Africa,Zimbabwe,Japan,Saltwater Crocodile,Reptile,Skin/Pelt,Least Concern,9,piece,3189.38,Sea,International Airport,Port Authority Task Force,1,Closed - No Arrest,-19.0154,29.1549,36.2048,138.2529
WLC-0481,17-04-2023,2023,4,Africa,Mozambique,Vietnam,Palm Cockatoo,Bird,Live Animal,Vulnerable,22,live individual,65742.59,Sea,Seaport / Container Terminal,Coast Guard Interdiction Unit,0,Released - Insufficient Evidence,-18.6657,35.5296,14.0583,108.2772
WLC-0083,17-04-2023,2023,4,Africa,Uganda,Qatar,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,21,live individual,2607.98,Sea,Land Border Crossing,Customs & Border Protection,0,Closed - No Arrest,1.3733,32.2903,25.3548,51.1839
WLC-0403,18-04-2023,2023,4,Asia,Myanmar,Belgium,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,34,live individual,6384.04,Land,Urban Wildlife Market,Coast Guard Interdiction Unit,2,Under Investigation,21.9162,95.956,50.5039,4.4699
WLC-0492,24-04-2023,2023,4,Africa,Tanzania,United States,Giant Clam,Marine,Shell,Vulnerable,18,piece,2443.12,Postal/Courier,Land Border Crossing,Port Authority Task Force,1,Prosecuted - Pending Trial,-6.369,34.8888,37.0902,-95.7129
WLC-0366,25-04-2023,2023,4,Asia,Indonesia,China,Helmeted Hornbill,Bird,Trophy,Critically Endangered,18,piece,96061.69,Land,Urban Wildlife Market,Environmental Crime Investigation Bureau,3,Released - Insufficient Evidence,-0.7893,113.9213,35.8617,104.1954
WLC-0488,26-04-2023,2023,4,Africa,Mozambique,Thailand,African Elephant,Mammal,Ivory,Endangered,3.12,kg,6651.8,Sea,Land Border Crossing,Environmental Crime Investigation Bureau,4,Under Investigation,-18.6657,35.5296,15.87,100.9925
WLC-0735,28-04-2023,2023,4,Asia,India,France,Giant Clam,Marine,Shell,Vulnerable,16,piece,1463,Land,Land Border Crossing,National Parks & Wildlife Service,1,Under Investigation,20.5937,78.9629,46.2276,2.2137
WLC-0279,02-05-2023,2023,5,Africa,Madagascar,Hong Kong SAR,Rosewood,Plant,Timber,Endangered,2.35,kg,8.81,Air,Urban Wildlife Market,Coast Guard Interdiction Unit,3,Released - Insufficient Evidence,-18.7669,46.8691,22.3193,114.1694
WLC-0748,02-05-2023,2023,5,Asia,China,Germany,Pangolin (African),Mammal,Bushmeat,Endangered,2.81,kg,36.46,Sea,Postal/Courier Facility,Environmental Crime Investigation Bureau,0,Released - Insufficient Evidence,35.8617,104.1954,51.1657,10.4515
WLC-0827,03-05-2023,2023,5,Asia,Indonesia,Vietnam,Pangolin (African),Mammal,Bushmeat,Endangered,2.43,kg,25.2,Air,International Airport,Interpol-supported Joint Operation,4,Case Dismissed,-0.7893,113.9213,14.0583,108.2772
WLC-0651,05-05-2023,2023,5,Latin America,Peru,China,Timber Rattlesnake,Reptile,Live Animal,Least Concern,38,live individual,2930.87,Sea,Postal/Courier Facility,Coast Guard Interdiction Unit,0,Prosecuted - Pending Trial,-9.19,-75.0152,35.8617,104.1954
WLC-0382,06-05-2023,2023,5,Latin America,Brazil,France,Giant Clam,Marine,Shell,Vulnerable,6,piece,405.55,Postal/Courier,Private Residence,National Parks & Wildlife Service,0,Under Investigation,-14.235,-51.9253,46.2276,2.2137
WLC-0378,08-05-2023,2023,5,Asia,Malaysia,United Kingdom,African Blackwood,Plant,Timber,Near Threatened,29.78,kg,124.63,Sea,Seaport / Container Terminal,Coast Guard Interdiction Unit,3,Under Investigation,4.2105,101.9758,55.3781,-3.436
WLC-0221,10-05-2023,2023,5,Africa,Kenya,United Arab Emirates,Green Sea Turtle,Marine,Shell,Endangered,1.76,kg,556.85,Sea,Seaport / Container Terminal,Customs & Border Protection,0,Under Investigation,-0.0236,37.9062,23.4241,53.8478
WLC-0415,11-05-2023,2023,5,Asia,Myanmar,United States,Black Rhino,Mammal,Horn,Critically Endangered,4.92,kg,322771.7,Sea,Land Border Crossing,National Wildlife Crime Unit,0,Convicted,21.9162,95.956,37.0902,-95.7129
WLC-0532,16-05-2023,2023,5,Latin America,Peru,France,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,15,live individual,1674.55,Air,International Airport,Port Authority Task Force,2,Convicted,-9.19,-75.0152,46.2276,2.2137
WLC-0643,17-05-2023,2023,5,Africa,Kenya,Qatar,Rosewood,Plant,Timber,Endangered,5.9,kg,14.16,Postal/Courier,Highway Checkpoint,Customs & Border Protection,0,Prosecuted - Pending Trial,-0.0236,37.9062,25.3548,51.1839
WLC-0002,18-05-2023,2023,5,Asia,China,United Arab Emirates,Tiger,Mammal,Bones,Endangered,1.29,kg,7089.36,Sea,Seaport / Container Terminal,National Parks & Wildlife Service,0,Released - Insufficient Evidence,35.8617,104.1954,23.4241,53.8478
WLC-0286,18-05-2023,2023,5,Africa,South Africa,Vietnam,African Elephant,Mammal,Ivory,Endangered,13.36,kg,24672.12,Air,Seaport / Container Terminal,Environmental Crime Investigation Bureau,3,Convicted,-30.5595,22.9375,14.0583,108.2772
WLC-0055,21-05-2023,2023,5,Asia,Malaysia,Qatar,White Rhino,Mammal,Horn,Near Threatened,4.3,kg,379991.07,Sea,Highway Checkpoint,Interpol-supported Joint Operation,5,Prosecuted - Pending Trial,4.2105,101.9758,25.3548,51.1839
WLC-0664,23-05-2023,2023,5,Latin America,Colombia,France,African Elephant,Mammal,Ivory,Endangered,0.6,kg,685.96,Air,Seaport / Container Terminal,Port Authority Task Force,3,Convicted,4.5709,-74.2973,46.2276,2.2137
WLC-0669,26-05-2023,2023,5,Africa,Namibia,China,Hawksbill Turtle,Marine,Shell,Critically Endangered,1.08,kg,364.59,Sea,Highway Checkpoint,Environmental Crime Investigation Bureau,0,Under Investigation,-22.9576,18.4904,35.8617,104.1954
WLC-0156,28-05-2023,2023,5,Asia,Thailand,South Korea,Rosewood,Plant,Timber,Endangered,26.93,kg,81.16,Sea,Postal/Courier Facility,National Wildlife Crime Unit,2,Under Investigation,15.87,100.9925,35.9078,127.7669
WLC-0168,06-06-2023,2023,6,Africa,Nigeria,Singapore,White Rhino,Mammal,Horn,Near Threatened,16.88,kg,911717.43,Sea,Urban Wildlife Market,Environmental Crime Investigation Bureau,1,Under Investigation,9.082,8.6753,1.3521,103.8198
WLC-0525,08-06-2023,2023,6,Asia,Vietnam,Vietnam,African Elephant,Mammal,Ivory,Endangered,6.19,kg,6081.83,Land,International Airport,Environmental Crime Investigation Bureau,3,Under Investigation,14.0583,108.2772,14.0583,108.2772
WLC-0051,10-06-2023,2023,6,Asia,Cambodia,Japan,Ginseng (Wild),Plant,Traditional Medicine,Endangered,2.79,kg,1637.92,Sea,Postal/Courier Facility,Environmental Crime Investigation Bureau,1,Convicted,12.5657,104.991,36.2048,138.2529
WLC-0102,12-06-2023,2023,6,Africa,Democratic Republic of Congo,United Kingdom,Shark (mixed species),Marine,Fins,Endangered,6.41,kg,3862.15,Sea,Highway Checkpoint,Environmental Crime Investigation Bureau,1,Released - Insufficient Evidence,-4.0383,21.7587,55.3781,-3.436
WLC-0615,13-06-2023,2023,6,Asia,Laos,Singapore,Queen Conch,Marine,Shell,Vulnerable,16,piece,760.41,Land,Highway Checkpoint,Environmental Crime Investigation Bureau,0,Convicted,19.8563,102.4955,1.3521,103.8198
WLC-0049,14-06-2023,2023,6,Latin America,Bolivia,Japan,Ginseng (Wild),Plant,Traditional Medicine,Endangered,14.43,kg,9447.22,Land,International Airport,Port Authority Task Force,1,Prosecuted - Pending Trial,-16.2902,-63.5887,36.2048,138.2529
WLC-0343,19-06-2023,2023,6,Africa,Gabon,Vietnam,Palm Cockatoo,Bird,Live Animal,Vulnerable,12,live individual,44643.3,Sea,Seaport / Container Terminal,Customs & Border Protection,1,Convicted,-0.8037,11.6094,14.0583,108.2772
WLC-0940,19-06-2023,2023,6,Africa,Uganda,Hong Kong SAR,Rosewood,Plant,Timber,Endangered,2.24,kg,6.59,Sea,Urban Wildlife Market,Coast Guard Interdiction Unit,1,Released - Insufficient Evidence,1.3733,32.2903,22.3193,114.1694
WLC-0097,22-06-2023,2023,6,Asia,Cambodia,Thailand,Reticulated Python,Reptile,Skin/Pelt,Least Concern,23,piece,2813.11,Air,Postal/Courier Facility,Coast Guard Interdiction Unit,5,Released - Insufficient Evidence,12.5657,104.991,15.87,100.9925
WLC-0178,23-06-2023,2023,6,Africa,Gabon,Thailand,Helmeted Hornbill,Bird,Trophy,Critically Endangered,2,piece,10279.32,Sea,Urban Wildlife Market,National Parks & Wildlife Service,1,Released - Insufficient Evidence,-0.8037,11.6094,15.87,100.9925
WLC-0934,01-07-2023,2023,7,Africa,Mozambique,Belgium,Tiger,Mammal,Bones,Endangered,6.19,kg,39629.73,Sea,Land Border Crossing,Customs & Border Protection,2,Under Investigation,-18.6657,35.5296,50.5039,4.4699
WLC-0730,04-07-2023,2023,7,Asia,Thailand,Thailand,Helmeted Hornbill,Bird,Trophy,Critically Endangered,24,piece,172946.52,Sea,International Airport,National Wildlife Crime Unit,2,Under Investigation,15.87,100.9925,15.87,100.9925
WLC-0674,05-07-2023,2023,7,Latin America,Brazil,Japan,African Elephant,Mammal,Ivory,Endangered,5.05,kg,7046.81,Air,Urban Wildlife Market,Coast Guard Interdiction Unit,0,Released - Insufficient Evidence,-14.235,-51.9253,36.2048,138.2529
WLC-0108,05-07-2023,2023,7,Asia,Myanmar,China,Ginseng (Wild),Plant,Traditional Medicine,Endangered,0.94,kg,877.79,Air,Highway Checkpoint,Customs & Border Protection,0,Prosecuted - Pending Trial,21.9162,95.956,35.8617,104.1954
WLC-0335,07-07-2023,2023,7,Africa,Democratic Republic of Congo,China,Reticulated Python,Reptile,Skin/Pelt,Least Concern,23,piece,1851.05,Air,International Airport,National Parks & Wildlife Service,0,Under Investigation,-4.0383,21.7587,35.8617,104.1954
WLC-0598,08-07-2023,2023,7,Africa,Namibia,United Arab Emirates,Palm Cockatoo,Bird,Live Animal,Vulnerable,3,live individual,11778.75,Sea,Seaport / Container Terminal,National Wildlife Crime Unit,1,Under Investigation,-22.9576,18.4904,23.4241,53.8478
WLC-0130,11-07-2023,2023,7,Asia,Philippines,Belgium,Orchid (Wild),Plant,Live Animal,Vulnerable,3,piece,144.6,Land,Highway Checkpoint,National Wildlife Crime Unit,1,Closed - No Arrest,12.8797,121.774,50.5039,4.4699
WLC-0104,13-07-2023,2023,7,Africa,Kenya,Qatar,Tiger,Mammal,Skin/Pelt,Endangered,19,piece,203803.82,Air,Postal/Courier Facility,National Wildlife Crime Unit,0,Under Investigation,-0.0236,37.9062,25.3548,51.1839
WLC-0313,16-07-2023,2023,7,Latin America,Colombia,Germany,Leopard,Mammal,Skin/Pelt,Vulnerable,11,piece,35195.45,Postal/Courier,International Airport,Coast Guard Interdiction Unit,2,Under Investigation,4.5709,-74.2973,51.1657,10.4515
WLC-0835,18-07-2023,2023,7,Africa,Zimbabwe,Belgium,Queen Conch,Marine,Shell,Vulnerable,21,piece,1122.23,Sea,Land Border Crossing,Coast Guard Interdiction Unit,0,Under Investigation,-19.0154,29.1549,50.5039,4.4699
WLC-0228,19-07-2023,2023,7,Africa,Nigeria,Germany,Seahorse,Marine,Traditional Medicine,Vulnerable,4.37,kg,2667.49,Air,Private Residence,Environmental Crime Investigation Bureau,0,Convicted,9.082,8.6753,51.1657,10.4515
WLC-0235,21-07-2023,2023,7,Latin America,Colombia,Singapore,Reticulated Python,Reptile,Skin/Pelt,Least Concern,6,piece,425.71,Sea,Private Residence,Interpol-supported Joint Operation,3,Under Investigation,4.5709,-74.2973,1.3521,103.8198
WLC-0077,21-07-2023,2023,7,Africa,Namibia,Thailand,Shark (mixed species),Marine,Fins,Endangered,3.43,kg,1614.07,Sea,Private Residence,Interpol-supported Joint Operation,1,Released - Insufficient Evidence,-22.9576,18.4904,15.87,100.9925
WLC-0470,24-07-2023,2023,7,Africa,Nigeria,South Korea,Rosewood,Plant,Timber,Endangered,1.67,kg,7.45,Postal/Courier,International Airport,National Parks & Wildlife Service,1,Under Investigation,9.082,8.6753,35.9078,127.7669
WLC-0034,27-07-2023,2023,7,Africa,Uganda,Qatar,Orchid (Wild),Plant,Live Animal,Vulnerable,9,piece,395.82,Air,Land Border Crossing,National Parks & Wildlife Service,4,Convicted,1.3733,32.2903,25.3548,51.1839
WLC-0469,27-07-2023,2023,7,Latin America,Brazil,Belgium,Green Sea Turtle,Marine,Shell,Endangered,1.44,kg,599.49,Sea,Land Border Crossing,Port Authority Task Force,3,Closed - No Arrest,-14.235,-51.9253,50.5039,4.4699
WLC-0898,03-08-2023,2023,8,Asia,Laos,China,Pangolin (African),Mammal,Bushmeat,Endangered,3.78,kg,45.89,Postal/Courier,Postal/Courier Facility,Port Authority Task Force,5,Released - Insufficient Evidence,19.8563,102.4955,35.8617,104.1954
WLC-0497,17-08-2023,2023,8,Asia,Laos,South Korea,Green Sea Turtle,Marine,Shell,Endangered,1.49,kg,386.73,Postal/Courier,Land Border Crossing,Port Authority Task Force,1,Convicted,19.8563,102.4955,35.9078,127.7669
WLC-0817,18-08-2023,2023,8,Africa,Cameroon,Vietnam,African Elephant,Mammal,Ivory,Endangered,0.77,kg,1476.4,Sea,Private Residence,National Parks & Wildlife Service,5,Released - Insufficient Evidence,7.3697,12.3547,14.0583,108.2772
WLC-0857,23-08-2023,2023,8,Asia,China,Qatar,Seahorse,Marine,Traditional Medicine,Vulnerable,31.31,kg,16710.49,Postal/Courier,Urban Wildlife Market,Coast Guard Interdiction Unit,2,Under Investigation,35.8617,104.1954,25.3548,51.1839
WLC-0417,01-09-2023,2023,9,Latin America,Bolivia,China,Pangolin (African),Mammal,Bushmeat,Endangered,20.21,kg,453.88,Land,Urban Wildlife Market,Customs & Border Protection,1,Prosecuted - Pending Trial,-16.2902,-63.5887,35.8617,104.1954
WLC-0647,02-09-2023,2023,9,Latin America,Mexico,China,Pangolin (African),Mammal,Bushmeat,Endangered,0.79,kg,15.18,Air,Private Residence,Interpol-supported Joint Operation,1,Case Dismissed,23.6345,-102.5528,35.8617,104.1954
WLC-0368,05-09-2023,2023,9,Latin America,Ecuador,Singapore,Timber Rattlesnake,Reptile,Live Animal,Least Concern,29,live individual,3686.34,Sea,Urban Wildlife Market,National Wildlife Crime Unit,1,Under Investigation,-1.8312,-78.1834,1.3521,103.8198
WLC-0720,07-09-2023,2023,9,Africa,Kenya,Belgium,Shark (mixed species),Marine,Fins,Endangered,1.87,kg,941.46,Air,Seaport / Container Terminal,National Parks & Wildlife Service,4,Under Investigation,-0.0236,37.9062,50.5039,4.4699
WLC-0760,07-09-2023,2023,9,Africa,Nigeria,Japan,Shark (mixed species),Marine,Fins,Endangered,1.74,kg,1104.23,Sea,Private Residence,Port Authority Task Force,2,Convicted,9.082,8.6753,36.2048,138.2529
WLC-0310,09-09-2023,2023,9,Latin America,Peru,France,Ginseng (Wild),Plant,Traditional Medicine,Endangered,1.52,kg,1689.09,Sea,Private Residence,Interpol-supported Joint Operation,3,Convicted,-9.19,-75.0152,46.2276,2.2137
WLC-0312,13-09-2023,2023,9,Latin America,Bolivia,United Arab Emirates,Totoaba,Marine,Swim Bladder,Critically Endangered,3.35,kg,79085.85,Sea,Urban Wildlife Market,National Parks & Wildlife Service,2,Convicted,-16.2902,-63.5887,23.4241,53.8478
WLC-0268,15-09-2023,2023,9,Africa,Gabon,United Arab Emirates,Leopard,Mammal,Skin/Pelt,Vulnerable,19,piece,31898.86,Sea,Postal/Courier Facility,Port Authority Task Force,3,Prosecuted - Pending Trial,-0.8037,11.6094,23.4241,53.8478
WLC-0925,28-09-2023,2023,9,Latin America,Mexico,Germany,Queen Conch,Marine,Shell,Vulnerable,20,piece,844.29,Land,Seaport / Container Terminal,National Wildlife Crime Unit,2,Under Investigation,23.6345,-102.5528,51.1657,10.4515
WLC-0236,02-10-2023,2023,10,Africa,Namibia,Qatar,Leopard,Mammal,Skin/Pelt,Vulnerable,22,piece,65896.7,Sea,Land Border Crossing,Customs & Border Protection,3,Closed - No Arrest,-22.9576,18.4904,25.3548,51.1839
WLC-0923,02-10-2023,2023,10,Asia,Laos,South Korea,Jaguar,Mammal,Skin/Pelt,Near Threatened,14,piece,15459.24,Air,International Airport,National Parks & Wildlife Service,2,Convicted,19.8563,102.4955,35.9078,127.7669
WLC-0771,04-10-2023,2023,10,Africa,Zimbabwe,Germany,Helmeted Hornbill,Bird,Trophy,Critically Endangered,3,piece,16463.49,Sea,Land Border Crossing,National Wildlife Crime Unit,5,Under Investigation,-19.0154,29.1549,51.1657,10.4515
WLC-0467,08-10-2023,2023,10,Asia,Myanmar,China,Shark (mixed species),Marine,Fins,Endangered,16.94,kg,11347.12,Air,Land Border Crossing,Interpol-supported Joint Operation,1,Under Investigation,21.9162,95.956,35.8617,104.1954
WLC-0437,10-10-2023,2023,10,Latin America,Colombia,Vietnam,Timber Rattlesnake,Reptile,Live Animal,Least Concern,32,live individual,3913.14,Sea,Postal/Courier Facility,National Wildlife Crime Unit,1,Closed - No Arrest,4.5709,-74.2973,14.0583,108.2772
WLC-0795,14-10-2023,2023,10,Latin America,Ecuador,France,Palm Cockatoo,Bird,Live Animal,Vulnerable,9,live individual,51848.93,Air,International Airport,Port Authority Task Force,0,Under Investigation,-1.8312,-78.1834,46.2276,2.2137
WLC-0032,15-10-2023,2023,10,Africa,Madagascar,South Korea,Giant Clam,Marine,Shell,Vulnerable,15,piece,1662.68,Air,Urban Wildlife Market,Environmental Crime Investigation Bureau,2,Convicted,-18.7669,46.8691,35.9078,127.7669
WLC-0506,15-10-2023,2023,10,Africa,Uganda,China,Timber Rattlesnake,Reptile,Live Animal,Least Concern,38,live individual,6396.93,Air,Seaport / Container Terminal,National Parks & Wildlife Service,1,Under Investigation,1.3733,32.2903,35.8617,104.1954
WLC-0031,17-10-2023,2023,10,Africa,Cameroon,Singapore,Seahorse,Marine,Traditional Medicine,Vulnerable,0.59,kg,256.18,Air,Land Border Crossing,National Parks & Wildlife Service,5,Released - Insufficient Evidence,7.3697,12.3547,1.3521,103.8198
WLC-0833,23-10-2023,2023,10,Africa,Gabon,Hong Kong SAR,Grey Parrot,Bird,Live Animal,Endangered,23,live individual,23675.83,Sea,Land Border Crossing,Interpol-supported Joint Operation,0,Case Dismissed,-0.8037,11.6094,22.3193,114.1694
WLC-0304,02-11-2023,2023,11,Africa,Cameroon,Japan,African Blackwood,Plant,Timber,Near Threatened,5.68,kg,22.97,Air,Highway Checkpoint,Interpol-supported Joint Operation,2,Released - Insufficient Evidence,7.3697,12.3547,36.2048,138.2529
WLC-0175,03-11-2023,2023,11,Asia,Indonesia,China,African Blackwood,Plant,Timber,Near Threatened,1.69,kg,9.42,Sea,Private Residence,Environmental Crime Investigation Bureau,0,Released - Insufficient Evidence,-0.7893,113.9213,35.8617,104.1954
WLC-0527,05-11-2023,2023,11,Asia,Laos,Belgium,Orchid (Wild),Plant,Live Animal,Vulnerable,17,piece,1297.62,Air,Urban Wildlife Market,National Wildlife Crime Unit,1,Convicted,19.8563,102.4955,50.5039,4.4699
WLC-0330,06-11-2023,2023,11,Africa,Zimbabwe,Singapore,Bushmeat (mixed species),Mammal,Bushmeat,Vulnerable,1.53,kg,9.03,Sea,Urban Wildlife Market,National Parks & Wildlife Service,1,Case Dismissed,-19.0154,29.1549,1.3521,103.8198
WLC-0172,07-11-2023,2023,11,Africa,Gabon,China,Hawksbill Turtle,Marine,Shell,Critically Endangered,2.01,kg,557.71,Sea,Private Residence,Customs & Border Protection,1,Case Dismissed,-0.8037,11.6094,35.8617,104.1954
WLC-0023,07-11-2023,2023,11,Africa,Cameroon,Vietnam,Agarwood,Plant,Timber,Vulnerable,2.99,kg,619.26,Sea,Seaport / Container Terminal,Port Authority Task Force,1,Under Investigation,7.3697,12.3547,14.0583,108.2772
WLC-0380,14-11-2023,2023,11,Asia,China,Germany,Leopard,Mammal,Skin/Pelt,Vulnerable,12,piece,39413.14,Sea,Urban Wildlife Market,National Parks & Wildlife Service,3,Closed - No Arrest,35.8617,104.1954,51.1657,10.4515
WLC-0597,15-11-2023,2023,11,Asia,India,United Kingdom,Queen Conch,Marine,Shell,Vulnerable,4,piece,140.84,Air,Highway Checkpoint,Port Authority Task Force,2,Convicted,20.5937,78.9629,55.3781,-3.436
WLC-0266,18-11-2023,2023,11,Africa,Gabon,Vietnam,Grey Parrot,Bird,Live Animal,Endangered,30,live individual,15711.28,Sea,Seaport / Container Terminal,Customs & Border Protection,1,Under Investigation,-0.8037,11.6094,14.0583,108.2772
WLC-0057,21-11-2023,2023,11,Latin America,Ecuador,United Kingdom,Indian Star Tortoise,Reptile,Live Animal,Vulnerable,33,live individual,3186.95,Air,Private Residence,National Parks & Wildlife Service,0,Case Dismissed,-1.8312,-78.1834,55.3781,-3.436
WLC-0513,24-11-2023,2023,11,Asia,Thailand,France,Bushmeat (mixed species),Mammal,Bushmeat,Vulnerable,6.97,kg,51.44,Sea,Highway Checkpoint,National Parks & Wildlife Service,2,Prosecuted - Pending Trial,15.87,100.9925,46.2276,2.2137
WLC-0112,24-11-2023,2023,11,Africa,Uganda,Belgium,Grey Parrot,Bird,Live Animal,Endangered,30,live individual,16891.05,Land,Seaport / Container Terminal,National Wildlife Crime Unit,2,Under Investigation,1.3733,32.2903,50.5039,4.4699
WLC-0054,27-11-2023,2023,11,Asia,Laos,Germany,Pangolin (Ground),Mammal,Scales,Endangered,13.1,kg,3030.71,Sea,Seaport / Container Terminal,Coast Guard Interdiction Unit,4,Released - Insufficient Evidence,19.8563,102.4955,51.1657,10.4515
WLC-0384,27-11-2023,2023,11,Asia,China,China,African Blackwood,Plant,Timber,Near Threatened,2.87,kg,19.2,Land,Urban Wildlife Market,Interpol-supported Joint Operation,0,Convicted,35.8617,104.1954,35.8617,104.1954
WLC-0149,03-12-2023,2023,12,Asia,Indonesia,Hong Kong SAR,Ginseng (Wild),Plant,Traditional Medicine,Endangered,10.87,kg,8562.28,Air,International Airport,Environmental Crime Investigation Bureau,2,Released - Insufficient Evidence,-0.7893,113.9213,22.3193,114.1694
WLC-0766,05-12-2023,2023,12,Asia,Malaysia,Germany,African Lion,Mammal,Bones,Vulnerable,10.07,kg,14143.86,Air,Highway Checkpoint,Environmental Crime Investigation Bureau,2,Case Dismissed,4.2105,101.9758,51.1657,10.4515
WLC-0561,05-12-2023,2023,12,Africa,Cameroon,United States,Reticulated Python,Reptile,Skin/Pelt,Least Concern,2,piece,245.48,Sea,Postal/Courier Facility,Environmental Crime Investigation Bureau,1,Case Dismissed,7.3697,12.3547,37.0902,-95.7129
WLC-0151,06-12-2023,2023,12,Asia,Cambodia,United Arab Emirates,Radiated Tortoise,Reptile,Live Animal,Critically Endangered,32,live individual,14144.15,Land,Highway Checkpoint,Customs & Border Protection,2,Convicted,12.5657,104.991,23.4241,53.8478
WLC-0824,09-12-2023,2023,12,Africa,Mozambique,United Arab Emirates,Leopard,Mammal,Skin/Pelt,Vulnerable,24,piece,81909.94,Air,Urban Wildlife Market,Customs & Border Protection,0,Case Dismissed,-18.6657,35.5296,23.4241,53.8478
WLC-0254,09-12-2023,2023,12,Asia,Cambodia,Hong Kong SAR,Tiger,Mammal,Skin/Pelt,Endangered,18,piece,135678.53,Air,Land Border Crossing,Port Authority Task Force,1,Released - Insufficient Evidence,12.5657,104.991,22.3193,114.1694
WLC-0233,10-12-2023,2023,12,Latin America,Bolivia,Qatar,Green Sea Turtle,Marine,Shell,Endangered,5.09,kg,1288.82,Sea,Postal/Courier Facility,Port Authority Task Force,1,Under Investigation,-16.2902,-63.5887,25.3548,51.1839
WLC-0586,13-12-2023,2023,12,Africa,Zimbabwe,Japan,Green Sea Turtle,Marine,Shell,Endangered,0.5,kg,159.35,Postal/Courier,Land Border Crossing,National Wildlife Crime Unit,0,Case Dismissed,-19.0154,29.1549,36.2048,138.2529
WLC-0217,13-12-2023,2023,12,Asia,Cambodia,Belgium,White Rhino,Mammal,Horn,Near Threatened,7.05,kg,618119.08,Sea,Land Border Crossing,Environmental Crime Investigation Bureau,2,Case Dismissed,12.5657,104.991,50.5039,4.4699
WLC-0390,14-12-2023,2023,12,Africa,Zimbabwe,South Korea,Grey Parrot,Bird,Live Animal,Endangered,9,live individual,7702.54,Air,Seaport / Container Terminal,National Wildlife Crime Unit,1,Under Investigation,-19.0154,29.1549,35.9078,127.7669
WLC-0667,19-12-2023,2023,12,Africa,Democratic Republic of Congo,Japan,Giant Clam,Marine,Shell,Vulnerable,16,piece,2014.65,Air,Urban Wildlife Market,Coast Guard Interdiction Unit,0,Convicted,-4.0383,21.7587,36.2048,138.2529
